behavior_id	feature_id	expectation	modes	platforms	level	evidence
viewer-video-info	gallery-viewer	動画情報は形式・容量・解像度に加え取得可能なcodec・fps・bitrate・音声・長さを表示する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/VideoPlayerSupportTest.kt#videoMediaInfoFormatsTheTechnicalRowsShownByTheReferenceViewer
viewer-gestures	gallery-viewer	Viewerの前後移動・ピンチ・パンを競合なく処理する	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatViewerGestureInstrumentedTest.kt#pinchZoomOwnsPanAndPreventsPagerOrDismissUntilReset;app-android/src/androidTest/java/com/valoser/futacha/CompatViewerGestureInstrumentedTest.kt#viewerSwipeMovesToNextAndPreviousImage
saving-heavy-thread	saving	1000レス級の画像・動画を3000媒体・3時間の予算で扱い、保存中の無通信だけを30秒で打ち切って残りを継続する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/service/ThreadSaveServiceTest.kt#defaultMediaLimit_coversImageHeavyThousandReplyThreads
saving-roundtrip	saving	本文・画像・動画・メタデータを保存し削除と復元を往復できる	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/service/ThreadSaveServiceTest.kt#saveThread_writesMetadataAndRawHtmlWithRewrittenPaths;shared/src/commonTest/kotlin/repository/SavedThreadRoundTripTest.kt#saveIndexLoadAndDelete_roundTripsSavedThreadMetadata
saving-reference-progress	saving	としあき仮のスレ保存は参照APKどおり固定題名・全体／個別の2本の進捗・キャンセルを表示し、Backや外側タップでは閉じない	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadSaveProgressMatchesReferenceTitleBarsAndNonDismissibleFlow
tts-content	tts	両モードでURL・引用だけの行・削除通知を除外し、長文を欠落なく分割しつつ互換モードは1レス単位で表示位置と同期する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#buildReadAloudSegments_skipsDeletedQuotesUrlsAndDeletionNotices;shared/src/commonTest/kotlin/ui/compat/CompatReadAloudBatchSupportTest.kt#largePostIsSplitWithoutDroppingItsRemainder;shared/src/commonTest/kotlin/ui/compat/CompatReadAloudBatchSupportTest.kt#urlsAndReferenceSystemNoticesAreExcludedPerPost
tts-controls-android	tts	Androidのスレ画面から再生・一時停止・停止・位置変更へ到達できる	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MainActivitySmokeTest.kt#historyEntry_opensReadAloudPlayerWithPlaybackControls
tts-controls-ios	tts	iOSのスレ画面から再生・一時停止・停止・位置変更へ到達できる	FUTACHA	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFutachaThreadExposesReadAloudPlaybackControls
tts-compat-entry	tts	としあき仮の読み上げは参照APKの全幅・題名なし現在レス表示を開き、閉じる操作で音声と表示を停止する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadPostAndScrollDialogsMatchReferenceLabelsAndConfirmationFlow;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadExposesReadAloudCommand
tts-language-unavailable	tts	日本語音声が端末にない場合は初期化成功と誤認せず、両モードで参照どおり日本語TTS不足を通知する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenSaveActionLogicTest.kt#threadSaveAndReadAloudMessages_matchUiCopy;shared/src/commonTest/kotlin/ui/compat/CompatReadAloudBatchSupportTest.kt#missingJapaneseVoiceKeepsTheReferenceErrorInsteadOfGenericFallback
theme-color-contract	theme	全パレットの明暗色とシステムバー色を独立して解決する	FUTACHA	BOTH	UNIT	shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#everyPaletteHasIndependentLightAndDarkColorContracts;shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#nonBlackLightThemesUseDarkSystemBarIconsOnlyInLightMode
theme-day-night-policy	theme	ふたちゃの端末追従／固定明色／固定暗色と、としあき仮の手動6テーマを混同しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#systemModeFollowsDayNightWhileExplicitModesRemainFixed;shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt#baseColorsMatchTheReferenceApkResources
theme-futacha-thread-day-night	theme	ふたちゃのスレ本文だけが日中配色へ戻らず、全4パレットの昼夜で本文・題名・名前・日時・引用・リンク色のコントラストを維持し、テーマ切替後も注釈キャッシュへ旧色を残さない	FUTACHA	BOTH	UNIT	shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#classicThreadKeepsLegacyDayColorsButNeverForcesThemIntoNightMode;shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#everyPaletteThreadHeaderBodyQuoteAndLinkTokensRemainReadableInDayAndNight
theme-compat-night-isolation	theme	としあき仮の手動Futaba／Blackテーマへ端末側の夜間Material配色を混入させない	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#compatibilityStartupWaitsForPreferencesBeforePaintingSelectedPalette
theme-compat-status-cursor	theme	としあき仮のFutabaは茶色ステータスバーと白アイコンを使い、Blackの入力カーソルは1.apk同様に白くする	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt#baseColorsMatchTheReferenceApkResources;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#futabaThemeUsesReferenceBrownStatusBarWithWhiteIcons
theme-compat-thread-colors	theme	としあき仮の6テーマごとに本文・題名・名前・メール・日時・No.・ID/IP・返信数・そうだね・ファイル名・引用・通常リンク・自分の投稿・自分宛返信色をold.apk／1.apkへ合わせる	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt#threadHeaderAndBodyColorsMatchBothReferenceApks;shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt#selfPostAndSelfQuoteClassificationMatchesReferenceHeaderPositions;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
theme-compat-undo-action	theme	としあき仮の閉じたスレ／落ちたスレの「元に戻す」は1.apkの6テーマ別action色をルート・カタログ・履歴drawerすべてで使う	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityThemeTest.kt#closedThreadUndoActionUsesEveryFinalApkThemeAttribute
theme-compat-design-raw	theme	としあき仮のテーマ／ローディング／タブ位置はold.apk／1.apkと同じ英字raw値を保存し、旧版の日本語保存値も読み込める	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#designChoicesPersistTheExactReferenceApkRawValuesAndReadLegacyJapaneseValues;shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#legacySettingBackup_mapsSafeSettingsToCompatStorageKeys
theme-compat-design-android	theme	Androidのデザイン設定は参照6テーマ・raw永続化・再描画通知・本文なしのカスタムフォント3ボタンDialogを実画面で維持する	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#designSettingsPersistReferenceRawValuesAndShowExactRedrawAndFontDialogs
theme-compat-design-ios	theme	iOSのデザイン設定も参照6テーマ・再描画通知・カスタムフォント3ボタンDialogを実画面で維持する	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiDesignSettingsExposeReferenceChoicesNoticeAndFontDialog
theme-cross-screen	theme	スレから開いた設定が選択済みテーマを継承する	BOTH	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testLightClassicThemeReachesSettingsFromThread
settings-decode	settings	全設定の欠損・破損・旧値を安全な既定値へ復元する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/state/AppStateSettingsSupportTest.kt#menuConfigDecoders_fallBackToDefaultsWhenInputIsMissingOrInvalid;shared/src/commonTest/kotlin/state/AppStateSettingsSupportTest.kt#decodeCatalogGridColumnsValue_clampsToSupportedRange
settings-navigation	settings	子画面から戻ると設定ルートとスクロール位置へ復帰する	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#settingsRootScrollPositionSurvivesReturningFromChildPage
settings-reference-domains	settings	としあき仮の列数・タイトル長・スレ数・自動スクロール・並列数はold.apk／1.apkと同じ文言・値域・保存値を使う	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#exactDiscreteDomainsMatchApk
settings-reference-thread-screen	settings	スレッド設定は全般／画面表示／抽出する閾値の3カテゴリと16項目だけを参照順・値域・raw保存値で表示し、あぷ小は表示するを初期値にし、画像NGしきい値を混入させない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#threadSettingsMatchTheFinalApkGroupsDefaultsAndStoredValues;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadDisplayOptionsMatchReferenceActivityPersistRawValuesAndReturnDirectly;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityProfileReachesForeground
settings-reference-direct-child-back	settings	Catalog／Thread／Viewerから表示オプションを直接開いた場合は専用設定ActivityのBackで呼出画面へ直帰し、設定rootから入った子画面だけrootへ戻る	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#directlyOpenedSettingsChildFinishesBackToItsActualCaller;shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#settingsChildBackReturnsToSettingsRoot_beforeReturningToCaller;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadDisplayOptionsMatchReferenceActivityPersistRawValuesAndReturnDirectly;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityProfileReachesForeground
settings-reference-control-screen	settings	old.apk／1.apkの操作設定は5カテゴリ9項目を参照順で保ち、4つのListPreferenceを参照raw値で永続化・実行し、現行追加項目は独立した拡張カテゴリへ分離する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#controlSettingsKeepTheFinalApkRowsAndRawValuesAheadOfIsolatedExtensions;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#controlSettingsMatchReferenceRowsPersistRawValuesAndIsolateExtensions;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorUpdateCheckUsesAllTabProbeInsteadOfReloadingCatalog;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityControlSettingsMatchReferenceRowsAndPersist
settings-reference-image-search-description	settings	類似画像検索設定は1.apkと同じFile方式とURL方式の対象・落ちスレ制限を利用者に説明する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#imageSearchExplainsTheReferenceFileAndUrlModes
settings-reference-removable-cache	settings	外部SDキャッシュは1.apkと同じく実際の装着状態を判定し、利用不可時は選択値を保存しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#removableCacheChoiceShowsUnavailableWithoutPretendingItCanBeSelected
posting-reference-mail-presets	posting	スレ立てはID表示／IP表示／sage、返信はsageだけを表示し、小文字コマンド値でメール欄全体を置き換える。リセットはスレ立て内容を空にし返信では開始時下書きを戻す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#buildShowsIdIpAndSageWhileReplyShowsOnlySage;shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#replyFormKeepsAllThreeMailPresetsFunctional;shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#buildFormPreservesLegacyPresetReplacement;shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#resetClearsBuildContentButRestoresTheOpeningReplyDraft
thread-reference-ng-extraction-actions	thread-interaction	NG抽出結果は1.apkと同じくタップでDEL確認、長押しで本人削除へ分岐する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#ngExtractionUsesTheReferenceTapAndLongPressActions
settings-reference-toolbar-defaults	settings	Catalog・Thread・Viewer・Postの全コマンド順と初期表示状態をsampleのDB初期値へ一致させ旧キーを移行する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#toolbarMastersAndReconciliationPreserveLegacyCountsDefaultsAndUserOrder
settings-reference-toolbar-editor	settings	4種類のツールバー編集は60dp行・左20dp・30dpアイコン・50dpハンドルと下端の無効／有効40dpプレビューを使い変更を即時保存する	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
settings-reference-toolbar-editor-ios	settings	iOSでもカタログの無効／有効2段プレビューを表示し変更直後に戻っても設定を失わない	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogToolbarEditorMatchesReferencePreviewsAndImmediateSave
settings-reference-post-overflow	settings	投稿ツールバーのその他は非表示コマンドがある時だけ表示し全項目有効なら消す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#postToolbarOnlyShowsOverflowWhileACommandIsHidden
settings-reference-toolbar-refresh-target	settings	リロードは現在内容、更新の確認は開いている全スレを対象にし同一操作へ混同しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#toolbarMastersAndReconciliationPreserveLegacyCountsDefaultsAndUserOrder
settings-image-ng-phash	settings	画像NGの類似度は0〜16・初期値8と判定目安を示し、操作中は保存せず保存ボタンで確定する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatImagePhashTest.kt#thresholdDefaultsAndGuideMatchTheReferenceImageNgDialog
settings-image-ng-metadata	settings	画像NGはサムネイル・メモ・登録日・適用範囲を表示編集しバックアップ後もメモを失わない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityPreferenceValidationTest.kt#validatesNgRulePersistenceBoundaries;app-android/src/androidTest/java/com/valoser/futacha/CompatibilitySettingsBackupInstrumentedTest.kt#settingsBackupRoundTripIsBoundedAndTransactional
settings-image-ng-scope	settings	画像NGの「この板のみ」は同じ板の全スレへ適用し、旧版で誤保存したタブ単位ルールも読める	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityPreferenceValidationTest.kt#threadImageNgUsesBoardScopeAndReadsLegacyTabScopedRules
thread-image-ng-board-filter	thread-interaction	板単位の画像NGは同じ板のスレ本文とNG抽出の両方に適用し別板に混入しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#threadImageNgUsesBoardScopeInContentAndNgExtraction
settings-image-ng-progress	settings	カタログの画像NG判定中は処理済み件数と総件数を表示し完了後に消す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatImagePhashTest.kt#thresholdDefaultsAndGuideMatchTheReferenceImageNgDialog
